ID,诗名,作者,朝代,花名,月份,text,正文_preview,shangxi_clean,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths,dim_nature,dim_season,dim_space,dim_people,dim_virtue,dim_artifact,dim_biota,dim_social,dim_flower,dim_vector,dim_vector_idf,confirmed_imagery,月份数字,l1_polarity,l1_polarity_zh,l2_c2,l2_c2_zh,l3_c3,l3_c3_zh,prob_l1_negative,prob_l1_implicit_negative,prob_l1_neutral,prob_l1_implicit_positive,prob_l1_positive
493,杨花诗,舒位,清,杨花,三月,歌残杨柳武昌城， 扑面飞花管送迎。三月水流春太老， 六朝人去雪无声。较量妾命谁当薄， 吹落邻家尔许轻。我住天涯最飘荡， 看渠如此不胜情！,歌残杨柳武昌城， 扑面飞花管送迎。三月水流春太老， 六朝人去雪无声。较量妾命谁当,杨花无根无绊，从风飘荡，最后消失在无人知晓的河旁路边，一任践踏、毁弃。诗人给杨花涂抹上一层悲剧色彩，伤其身世，叹其不遇，借以寄托哀思。首联推出杨花主体形象，给全篇笼罩上感伤的氛围。颔联刻画暮春时节杨花飞扬的情状，坐叹春老，恨雪无声，给画面濡染上一片凄迷的色调。颈联把杨花比喻为薄命的女子，毫无自主的权利，轻易葬送了自己的一生。诗人逐层深入地描画杨花的悲苦形象，真实用意乃为自嗟飘流异乡、羁旅无归的不幸身世。面对南国飞絮，诗人不禁忧然生感，离人与杨花的比照触发了心弦共鸣，说自己亦身如杨花，物伤其类，悲不自胜。全诗卒章见志、直抒胸臆，感喟深沉，点化典故成语而如自己出，不露痕迹。,花、邻、许、吹、飞,花 邻 许 吹 飞 昌 月 城 歌 杨,"[[""花"", 0.09036512672901154], [""邻"", 0.0385131910443306], [""许"", 0.0365256629884243], [""吹"", 0.03271191567182541], [""飞"", 0.02909977361559868], [""昌"", 0.02871514856815338], [""月"", 0.028177471831440926], [""城"", 0.026670556515455246], [""歌"", 0.023483246564865112], [""杨"", 0.023470014333724976]]",25.488251,13,冬雨|喜雪|园|城|天|旅舍|春|月|柳|梅溪|牡丹|蝇|诗,不胜情|六朝|城|天涯|扑面|无声|春|月|杨柳|武昌|水流|飘荡|飞花,园:1|柳:1|蝇:1|冬雨:1|梅溪:1|诗:1|天:1|旅舍:1|喜雪:1|牡丹:1|城:1|月:1|春:1,卷一/天文类/冬雨|卷一/天文类/喜雪|卷一/地舆类/园|卷二/宫室类/城|卷一/天文类/天|卷二/宫室类/旅舍|卷一/时令类/春|卷一/天文类/月|卷四/树木类/柳|卷一/地舆类/梅溪|卷四/百花类/牡丹|卷四/昆虫类/蝇|卷二/文学类/诗,4,1,4,0,0,0,2,1,1,"[0.6405126152203485, 0.16012815380508713, 0.6405126152203485, 0.0, 0.0, 0.0, 0.32025630761017426, 0.16012815380508713, 0.16012815380508713]","[0.4420992300632039, 0.13394725394653206, 0.44588996287262833, 0.0, 0.0, 0.0, 0.5183300700695664, 0.5504563959078965, 0.12696550560258132]",城|月,3,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.0142466435,0.44589004,0.29411095,0.20591879,0.039833657
494,妆 成,侯夫人,隋,杨花,三月,"妆成多自惜， 梦好却成悲。
不及杨花意， 春来到处飞。",妆成多自惜， 梦好却成悲。 不及杨花意， 春来到处飞。,侯夫人有美色，富文才，却未被选入迷楼，悲痛欲绝，自缢于栋下。这首诗可看作她的绝命词，反映了宫女们向往自由，渴求幸福生活的强烈愿望。宫女们被禁锢在皇宫内院，和养在金丝笼中的鸟儿一样，丧失了人最可宝贵的自由，被剥夺了爱的权力，精神上忍受着无可名状的痛苦。她们费尽心思梳成时新宫妆，却无人赏识，惟有自怜而已。燃烧着青春之火的心浸泡在冰冷的寂寞和忧伤之中。牢狱般的宫廷生活空虚、乏味，因此宫女们看到随风摇荡、飘泊无依的杨花，也不能不引起无比羡慕之情。杨花可以无拘无束地到处飞舞，而宫女们却只能将青春年华和泪抛掷。哀叹命运不及轻薄的杨花，正是红颜薄命的形象表达，强化了此诗的悲剧色彩。在这首以生命饱蘸血泪谱写成的哀歌中，传达出不自由，毋宁死的心声。,杨、花、飞、梦、春,杨 花 飞 梦 春 悲 妆 惜 意 成,"[[""杨"", 0.09112370759248734], [""花"", 0.07559548318386078], [""飞"", 0.07312040776014328], [""梦"", 0.06765839457511902], [""春"", 0.04716211184859276], [""悲"", 0.04470234736800194], [""妆"", 0.04155789315700531], [""惜"", 0.04096272215247154], [""意"", 0.031631872057914734], [""成"", 0.030886370688676834]]",25.433289,4,不出院僧|早春|梦|陂塘,到处|春来|杨花|梦,陂塘:1|早春:1|不出院僧:1|梦:1,卷二/释老类/不出院僧|卷一/时令类/早春|卷二/人事类/梦|卷一/地舆类/陂塘,0,1,1,0,1,0,0,1,0,"[0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[0.0, 0.12638864387114795, 0.10518212591674983, 0.0, 0.8385655693022352, 0.0, 0.0, 0.5193942790105253, 0.0]",梦,3,Negative,消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.62788165,0.31447375,0.026844947,0.013170236,0.017629439
495,柳花词三首,刘禹锡,唐,杨花,三月,"开从绿条上， 散逐香风远。
.故取花落时， 悠扬占春晚。轻飞不假风， 轻落不委地。
撩乱舞晴空， 发人无限思。晴天黯黯雪， 来送青春暮。
无意似多情， 千家万家去。",开从绿条上， 散逐香风远。 .故取花落时， 悠扬占春晚。轻飞不假风， 轻落不委地,柳花色白质轻，状如白絮，平凡无奇。刘禹锡于平凡中发现其与众不同的美，寄寓独特品格。柳花秉性之美在于不从俗，在百花凋谢的晚春飘然而至，开从绿条，散逐香风，不恋枝头，破除绿叶扶持的美学程式。故取花落之时，悠扬占春，神态从容闲雅，无奔竞趋时之心。其志趣高远，轻飞不假风，凌空飞扬而不凭借外力；轻落不委地，自重自爱而不委弃于地。她既不争春，又肯将一切无私奉献给春。柳花情义深重，当春光匆匆欲归、百花无踪时，她及时赶来，如晴天黯黯雪，送别青春暮。她无意似多情，千家万家去，不偶流俗，高洁飘逸。诗人以心灵烛光照亮柳花不为人发现的美，隐约窥见其对人格美的追求。,飞、舞、香、条、落,飞 舞 香 条 落 送 家 故 天 轻,"[[""飞"", 0.029410064220428467], [""舞"", 0.02557559311389923], [""香"", 0.018055180087685585], [""条"", 0.01744273118674755], [""落"", 0.017373783513903618], [""送"", 0.016361961141228676], [""家"", 0.01626821793615818], [""故"", 0.016267407685518265], [""天"", 0.015689725056290627], [""轻"", 0.015631644055247307]]",25.463312,16,上元遇雪|地|天|山|市井|春|春昼|春暮|残蝶|清明|游春|袁柳|醉客|钟|雪意|香印,万家|乱舞|千家|地|多情|天|悠扬|春|春暮|绿条|花落|轻飞|送青|风轻|香风|黯黯,袁柳:1|游春:1|清明:1|钟:1|香印:1|春昼:1|醉客:1|雪意:1|山:1|春暮:1|残蝶:1|市井:1|上元遇雪:1|春:1|地:1|天:1,卷一/节序类/上元遇雪|卷一/地舆类/地|卷一/天文类/天|卷一/地舆类/山|卷一/地舆类/市井|卷一/时令类/春|卷一/时令类/春昼|卷一/时令类/春暮|卷四/昆虫类/残蝶|卷一/节序类/清明|卷一/时令类/游春|?/袁柳|卷二/人品类/醉客|卷三/音乐类/钟|卷一/天文类/雪意|卷三/器用类上/香印,2,6,3,1,0,2,1,0,0,"[0.26967994498529685, 0.8090398349558905, 0.40451991747794525, 0.13483997249264842, 0.0, 0.26967994498529685, 0.13483997249264842, 0.0, 0.0]","[0.21108813123318856, 0.7674659514430341, 0.31934712593243925, 0.35920979568956235, 0.0, 0.27234955361784435, 0.2474859000259068, 0.0, 0.0]",天,3,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.10924066,0.7693756,0.07577419,0.026166035,0.01944344
496,即 事,朱德润,元,杨花,三月,"柳絮觉春归， 轻盈著处飞。
东风好收拾， 莫遣坠征衣。",柳絮觉春归， 轻盈著处飞。 东风好收拾， 莫遣坠征衣。,这首诗以实境写情事，即春末之景写女子怀人。暮春时节，杨花纷飞，使相思女子的情怀犹如被吹皱的一池春水，烦乱不已。她分明地感觉到春已将归，而青春岁月也正无情地逝去。首句移情就物，赋情于木然无知的柳絮，描画出女子触景生情的微妙心理：愈是知道残春将尽，柳絮愈是狂飞乱舞。这飘荡不定的柳絮和辗转他乡、久征不还的征人有许多相似之处。女子心中苦不堪言，害怕冤家也像柳絮那样嫌弃自己红颜不驻、青春易老。她默默祈求“东风好收拾，莫遣坠征衣”，这种认真的于事无助的祈求，把相思之苦写得极其深沉痛切，写出她对征人的一片挚爱痴情。全诗取语平直，借景衬情，对人物心理活动描摹细腻，意蕴深厚，韵味无穷。,征、春、絮、柳、衣,征 春 絮 柳 衣 飞 风 拾 遣 盈,"[[""征"", 0.08988496661186218], [""春"", 0.057659443467855453], [""絮"", 0.056607868522405624], [""柳"", 0.04777272418141365], [""衣"", 0.04761992394924164], [""飞"", 0.04567177593708038], [""风"", 0.04336469620466232], [""拾"", 0.03890657797455788], [""遣"", 0.037770822644233704], [""盈"", 0.0319988988339901]]",25.512554,4,冬雨|早春|春归|舞妓,东风|春归|柳絮|轻盈,冬雨:1|春归:1|舞妓:1|早春:1,卷一/天文类/冬雨|卷一/时令类/早春|卷一/时令类/春归|卷二/丽人类/舞妓,1,2,0,1,0,0,0,0,0,"[0.4082482904638631, 0.8164965809277261, 0.0, 0.4082482904638631, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23275833687689518, 0.5641690903350314, 0.0, 0.7921721997929775, 0.0, 0.0, 0.0, 0.0, 0.0]",,3,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.01104168,0.27357143,0.324825,0.36707452,0.02348738
497,晚 春,韩愈,唐,杨花,三月,"草树知春不久归， 百般红紫斗芳菲。
杨花榆英无才思， 唯解漫天作雪飞。",草树知春不久归， 百般红紫斗芳菲。 杨花榆英无才思， 唯解漫天作雪飞。,此诗描写郊游即目所见，是一幅百卉千花争奇斗妍的群芳谱。春将归去，草木探得消息而想要留住她，各自使出浑身招数，吐艳争芳，一刹时万紫千红，繁花似锦。那本来乏色少香的柳絮、榆荚也不甘寂寞，来凑热闹，因风起舞，化作雪飞。此诗生动的效果与拟人化的手法大有关系，草树本属无情物，竟然能知能解还能斗，着想之奇是罕见的。杨花榆荚固少色泽香味，比百般红紫大为逊色，笑它惟解漫天作雪飞，确带几分揶揄，但其中应有怜惜之意。杨花榆荚不因无才思而藏拙，避短用长，争鸣争放，为晚春添色，这勇气岂不可爱？诗人观杨花飞舞而忽有所触，随寄一点幽默的情趣，嘲戏半假半真、亦谐亦庄，以此鼓励无才思者敢于创造。,春、英、天、榆、飞,春 英 天 榆 飞 花 雪 杨 才 草,"[[""春"", 0.062455661594867706], [""英"", 0.058637186884880066], [""天"", 0.05742936208844185], [""榆"", 0.05514512583613396], [""飞"", 0.05243103578686714], [""花"", 0.0464775525033474], [""雪"", 0.046125371009111404], [""杨"", 0.03922003507614136], [""才"", 0.03449931740760803], [""草"", 0.03102046623826027]]",25.578104,7,冬雨|园|春|画山|蛩|踏青|陂塘,作雪|春|杨花|漫天|红紫|芳菲|草树,画山:1|园:1|踏青:1|陂塘:1|蛩:1|冬雨:1|春:1,卷一/天文类/冬雨|卷一/地舆类/园|卷一/时令类/春|卷三/书画类/画山|卷四/昆虫类/蛩|卷三/游眺类/踏青|卷一/地舆类/陂塘,1,1,3,0,0,1,1,0,0,"[0.2773500981126146, 0.2773500981126146, 0.8320502943378437, 0.0, 0.0, 0.2773500981126146, 0.2773500981126146, 0.0, 0.0]","[0.2307139740616822, 0.27960694044398765, 0.6980766194538698, 0.0, 0.0, 0.29767115508585634, 0.5409916245469302, 0.0, 0.0]",春,3,Neutral,中性,,,,,0.013322197,0.24613117,0.39328828,0.3353109,0.011947396
498,杨柳枝词,刘禹锡,唐,杨花,三月,"炀帝行宫汴水滨， 数株残柳不胜春。
晚来风起花如雪， 飞入宫墙不见人。",炀帝行宫汴水滨， 数株残柳不胜春。 晚来风起花如雪， 飞入宫墙不见人。,以隋堤柳写隋亡的历史，看似咏物，旨在咏史。以炀帝行宫暗示当年之盛，讽谕当年之奢。奢也罢，盛也罢，都已成为过去，行宫已成为陈迹，千里隋柳也成为残柳，且只有数株了。表现出由盛而衰，由奢而亡的历史必然性，同时发出深沉的感喟。晚风吹来，杨柳飞花，犹如雪飘；飘入宫墙之内，不见人影，只有空宫。同当年锦帆龙舟南下的盛景相比，这景象是那样衰飒和凄凉。对炀帝兴亡的感慨，对人事代谢的感慨，都通过这一景象表现出来。借景物写兴亡，发感慨，是咏史体的咏物诗。,花、雪、飞、春、墙,花 雪 飞 春 墙 柳 人 汴 风 数,"[[""花"", 0.1613112837076187], [""雪"", 0.08826320618391037], [""飞"", 0.0784151703119278], [""春"", 0.0782565250992775], [""墙"", 0.06971405446529388], [""柳"", 0.06743842363357544], [""人"", 0.04358713701367378], [""汴"", 0.03709067776799202], [""风"", 0.03288213536143303], [""数"", 0.019922658801078796]]",25.587502,9,废宅|春|松轩|柳|沙|猿|花|贺新居|鵞,不见人|入宫|如雪|数株|春|来风|柳|水滨|花,鵞:1|松轩:1|贺新居:1|沙:1|猿:1|废宅:1|柳:1|春:1|花:1,卷二/宫室类/废宅|卷一/时令类/春|卷二/宫室类/松轩|卷四/树木类/柳|卷一/地舆类/沙|?/猿|卷四/百花类/花|卷三/庆吊类/贺新居|?/鵞,0,1,3,0,0,0,1,1,1,"[0.0, 0.2773500981126146, 0.8320502943378437, 0.0, 0.0, 0.0, 0.2773500981126146, 0.2773500981126146, 0.2773500981126146]","[0.0, 0.18645808872048, 0.46551788749284345, 0.0, 0.0, 0.0, 0.3607645223921593, 0.7662497324948522, 0.17673931200961085]",春|柳|花,3,Neutral,中性,,,,,0.018113444,0.32928318,0.4037145,0.23596178,0.012927114
499,柳 絮,薛涛,唐,杨花,三月,"二月杨花轻复微， 春风摇荡惹人衣。
他家本是无情物， 一任南飞又北飞。",二月杨花轻复微， 春风摇荡惹人衣。 他家本是无情物， 一任南飞又北飞。,这首诗是女诗人慨叹自己身世的哀怨之作。生活的不幸，使薛涛深感知音难遇、情无所寄的痛苦。仲春时节生机勃勃的气象，对于没有知音、没有爱情的诗人来说，只能撩拨起无限春愁，使人倍感凄清哀伤。柳絮杨花随风摇荡，点点坠落在诗人的衣饰上，它毕竟是无情之物，一忽儿南飞，一忽儿北飞，全无定向。杨花轻微，向来被视为轻薄物。诗人由杨花点衣，联想起自己感情被欺骗轻薄的痛苦经历，触景生情。他家本是无情物，一任南飞又北飞，表面平淡洒脱，其实深藏着诗人的痛苦回忆和哭不出的泪水，暗含着对轻薄浪子忘情负义的指斥和怨恨，同时又不免自怨自悔。诗人融情入景，把复杂的思想感情浓缩在短短四句诗中，一语百情，创造了深切感人的艺术境界。,杨、飞、花、情、月,杨 飞 花 情 月 衣 荡 家 北 春,"[[""杨"", 0.05134135112166405], [""飞"", 0.04925307258963585], [""花"", 0.04431838169693947], [""情"", 0.04358932375907898], [""月"", 0.04085628688335419], [""衣"", 0.0370025634765625], [""荡"", 0.03635280951857567], [""家"", 0.03498688340187073], [""北"", 0.02988753654062748], [""春"", 0.029817739501595497]]",25.581797,3,春风|月|陂塘,春风|月|杨花,陂塘:1|春风:1|月:1,卷一/天文类/春风|卷一/天文类/月|卷一/地舆类/陂塘,2,0,1,0,0,0,0,0,0,"[0.8944271909999159, 0.0, 0.4472135954999579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.892890749018425, 0.0, 0.45027337287176544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",月,3,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.042504545,0.616536,0.12716518,0.17597821,0.037815955
5,和秦太虚梅花,苏轼,宋,梅花,正月,"西湖居士骨应槁， 只有此诗君压倒。
东坡先生心已灰， 为爱君诗被花恼。
多情立马待黄昏， 残雪消迟月出早。
江头千树春欲阑， 竹外一枝斜更好。
孤山山下醉眠处， 点缀裙腰纷不扫。
万里春随逐客来， 十年花送佳人老。
去年花开我已病， 今年对花还草草。
不知风雨卷春归， 收拾余香还畀昊。",西湖居士骨应槁， 只有此诗君压倒。 东坡先生心已灰， 为爱君诗被花恼。 多情立马,东坡七古气势轩昂，一片神行，最能体现其万斛泉源、不择地而出的艺术个性。开篇发语突兀，真如高山坠石。诗人几经患难、心如死灰，因爱读梅花诗而又一次迷上梅花，由爱诗引出被花恼，从赞美诗章转为状写赏梅。为了玩味暗香浮动的境界，东坡骑在马上等待太阳西沉。残雪未消，皓月升空，江边千树万树雪月交辉，更与江梅相映；翠竹丛中斜伸一枝，更见丰韵。上句铺写千树，呈纷繁密丽之美；下句独描一枝，得幽独闲静之趣。诗中打入身世之感，引出悲凉之叹。今日重睹梅花，不胜物是人非之感，哀感无端，仰天长叹。接写贬黄州后心境的悲凉，风雨卷春归去，落梅余香收拾净尽。全诗一气流走，信笔挥洒，气势的形成实由真歌真哭灌注其中，故喷薄而出，不可遏止。,江、山、坡、裙、花,江 山 坡 裙 花 心 马 腰 孤 湖,"[[""江"", 0.04429846629500389], [""山"", 0.041368938982486725], [""坡"", 0.0301129799336195], [""裙"", 0.028301198035478592], [""花"", 0.024152016267180443], [""心"", 0.0209797415882349], [""马"", 0.018759846687316895], [""腰"", 0.01850288175046444], [""孤"", 0.01750326156616211], [""湖"", 0.015308357775211334]]",25.60623,26,花|山|春|草|诗|云|帷幙|怀友|春归|月|柳|梅花|残灯|残蝶|江湖|沙|河|渔矶|渡口|画花|病|白莲花|立春|莲花|谪仙|闲居,花|山|春|草|诗|一枝|万里|余香|佳人|十年|千树|多情|春归|月|残雪|江头|点缀|病|立马|竹外|花开|西湖|逐客|醉眠|风雨|黄昏,花:3|诗:2|春:2|山:2|草:2|莲花:1|残蝶:1|渡口:1|江湖:1|立春:1|沙:1|柳:1|梅花:1|画花:1|闲居:1|云:1|河:1|谪仙:1|怀友:1|帷幙:1|残灯:1|渔矶:1|春归:1|白莲花:1|月:1|病:1,卷四/百花类/花|卷一/地舆类/山|卷一/时令类/春|卷三/百草类/草|卷二/文学类/诗|卷一/天文类/云|卷三/服饰类/帷幙|卷二/师友类/怀友|卷一/时令类/春归|卷一/天文类/月|卷四/树木类/柳|卷四/百花类/梅花|卷三/器用类下/残灯|卷四/昆虫类/残蝶|?/江湖|卷一/地舆类/沙|卷一/地舆类/河|卷一/地舆类/渔矶|卷一/地舆类/渡口|卷三/书画类/画花|?/病|卷四/百花类/白莲花|卷一/节序类/立春|卷四/百花类/莲花|?/谪仙|卷二/宫室类/闲居,2,3,6,1,0,3,3,1,4,"[0.21693045781865616, 0.32539568672798425, 0.6507913734559685, 0.10846522890932808, 0.0, 0.32539568672798425, 0.32539568672798425, 0.10846522890932808, 0.4338609156373123]","[0.15083818744909563, 0.2742057840207975, 0.4563946003152042, 0.2566821458849253, 0.0, 0.29192105292910214, 0.5305413103194867, 0.37561632946810924, 0.3465510986013424]",山|花,1,Neutral,中性,,,,,0.021648834,0.2949995,0.4208648,0.2306803,0.03180657
50,早 梅,朱熹,宋,梅花,正月,"霜风殊未高， 杖策荒园里。
仙子别经年， 相看共惊喜。",霜风殊未高， 杖策荒园里。 仙子别经年， 相看共惊喜。,寒冬未消，霜风料峭，诗人不顾年迈力衰，拄杖步行荒园。小园满目枯萎，一片芜秽，诗人所要寻觅的只是梅花。他像重逢阔别经年的仙人一样，共同惊喜于这意外的相见、宿愿的实现。霜风的凛冽、荒园的萧条、杖策的蹒跚、经年的离别，使得重逢的惊喜之情喷薄有力。作者对普通的梅花倾注厚爱，审美情趣趋向于幽、静、淡、雅的境界。在朱熹看来，霜风、荒园里的梅花正是自我的象征，正是一个幽、静、淡、雅的境界。在对它的观照、沉思、顿悟中，物我交融，两相忘了，心灵变得澄澈空明。故他要与梅花“共惊喜”。这有限的文字里包含着诗人毕生的彻悟、追求，包含着无限的寓意。,霜、园、荒、看、惊,霜 园 荒 看 惊 风 仙 年 经 策,"[[""霜"", 0.13042010366916656], [""园"", 0.07267065346240997], [""荒"", 0.0658416897058487], [""看"", 0.05952555686235428], [""惊"", 0.04829644411802292], [""风"", 0.04411008581519127], [""仙"", 0.04293832555413246], [""年"", 0.038034629076719284], [""经"", 0.03470052778720856], [""策"", 0.033804234117269516]]",25.55916,4,冬夜|园|如昼|石洞,仙子|园|经年|霜风,冬夜:1|石洞:1|如昼:1|园:1,卷一/时令类/冬夜|卷一/地舆类/园|?/如昼|卷一/地舆类/石洞,0,1,2,0,0,0,0,0,0,"[0.0, 0.4472135954999579, 0.8944271909999159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.5150052893982757, 0.8571869993716646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",园,1,Implicit Positive,隐性积极,positive,积极,joy,欢乐喜悦,0.005294234,0.02300008,0.113203965,0.74381864,0.11468309
500,杨 花,张祜,唐,杨花,三月,"散乱随风处处匀， 庭前几日雪花新。
无端惹著潘郎鬓， 惊杀绿窗红粉人。",散乱随风处处匀， 庭前几日雪花新。 无端惹著潘郎鬓， 惊杀绿窗红粉人。,前两句景中有情，紧扣暮春时节杨花飘落遍地的特征。“处处匀”写杨花散乱、飘落殆遍极形象。伴着洁白的杨花点点飘坠，大好春光正悄悄离开人间。诗人融情入景，以景写情，真切细腻地描画出无可奈何的惜春情绪，生动形象地表现了一对恩爱夫妻留恋青春年华的幽思闲愁。后两句把镜头对准了触景生情的人物。妻子由眼前的遍地杨花，想到春之将尽，想到岁月流逝，不可避免地想到人生无法逃脱的衰老。她意外地瞥见丈夫鬓已染霜，原先深埋心底的忧虑骤然爆发。及至看清楚那不过是几片雪白的杨花，方才笑骂杨花无缘无故赖在郎君鬓发上。妻子的复杂心理、娇羞情态跃然纸上。此诗先写景以蓄情，后写人以见情，厚积而突发，深切感人，夫妻恩爱、伉俪情深的情态宛然可见。,窗、惊、日、绿、风,窗 惊 日 绿 风 雪 粉 庭 端 几,"[[""窗"", 0.12592534720897675], [""惊"", 0.07734766602516174], [""日"", 0.06829386949539185], [""绿"", 0.05955971032381058], [""风"", 0.05387657880783081], [""雪"", 0.05208982154726982], [""粉"", 0.039112940430641174], [""庭"", 0.035967130213975906], [""端"", 0.03527505323290825], [""几"", 0.03387144207954407]]",25.469015,8,上元|假山|几|嘉禾|日|木叶|水亭|祥云,几|处处|庭前|散乱|日|绿窗|随风|雪花,木叶:1|祥云:1|上元:1|假山:1|嘉禾:1|水亭:1|几:1|日:1,卷一/节序类/上元|卷一/地舆类/假山|卷三/器用类上/几|卷四/百谷类/嘉禾|卷一/天文类/日|卷四/竹木类/木叶|卷二/宫室类/水亭|卷一/天文类/祥云,2,1,2,0,0,1,2,0,0,"[0.5345224838248488, 0.2672612419124244, 0.5345224838248488, 0.0, 0.0, 0.2672612419124244, 0.5345224838248488, 0.0, 0.0]","[0.347127305913235, 0.21034530818019426, 0.35010371206391816, 0.0, 0.0, 0.22393482348279536, 0.8139644159585804, 0.0, 0.0]",几|日,3,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.06278909,0.42062363,0.29956517,0.20176871,0.015253437
501,城上晚思,陈与义,宋,杨花,三月,"独凭危堞望苍梧， 落日君山如画图。
无数柳花飞满岸， 晚风吹过洞庭瀕。",独凭危堞望苍梧， 落日君山如画图。 无数柳花飞满岸， 晚风吹过洞庭瀕。,傍晚，诗人独自凭靠在高耸的城墙上沉思，眺望着远方的苍梧山。夕阳正向着洞庭湖中的君山背后缓缓下沉，诗人眼前的湖山犹如一幅图画。春深柳老，湖岸边到处柳花飞舞；晚风吹起，只见一阵阵飞絮映着冷清清的落照，飘过烟波浩渺的洞庭湖。诗人独望苍梧，似乎在呼唤大舜的英灵来拯救涂炭中的生民，又在慨叹山河破碎。南宋王朝国事日非，正如夕阳西下。诗人痛惜祖国的锦绣江山，恨无回天之力，只能象软弱的柳絮一样飘荡无定。诗人愁思如织，更象漫天飞絮一样，乱纷纷地无法收拾。此诗全篇写景，无处不是感情的象征。,花、柳、山、庭、风,花 柳 山 庭 风 图 梧 堞 飞 危,"[[""花"", 0.1669185906648636], [""柳"", 0.12844200432300568], [""山"", 0.06975425779819489], [""庭"", 0.047218259423971176], [""风"", 0.045155007392168045], [""图"", 0.04496874287724495], [""梧"", 0.04391138628125191], [""堞"", 0.03880379721522331], [""飞"", 0.03350280597805977], [""危"", 0.03203451260924339]]",25.50757,7,云峰|山|新秋|柳花|橘|远水|风,如画|山|晚风|柳花|洞庭|苍梧|落日,风:1|远水:1|云峰:1|柳花:1|新秋:1|橘:1|山:1,卷一/天文类/云峰|卷一/地舆类/山|卷一/时令类/新秋|卷四/百花类/柳花|?/橘|?/远水|卷一/天文类/风,2,1,1,0,0,0,0,0,1,"[0.7559289460184544, 0.3779644730092272, 0.3779644730092272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3779644730092272]","[0.7158578372245811, 0.4337813096784984, 0.360997942041785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4111712758685216]",山,3,Neutral,中性,,,,,0.012657002,0.18579406,0.5728144,0.21658027,0.012154303
502,柳 絮,杨万里,宋,杨花,三月,"只道垂杨管别离， 杨花一去不思归。
浮踪浪迹无拘束， 飞到蛛丝也不飞。",只道垂杨管别离， 杨花一去不思归。 浮踪浪迹无拘束， 飞到蛛丝也不飞。,诚斋极善于平中见奇，在句首加上“只道”二字，使寻常可见的杨花具有了特殊的涵义：只说是垂杨专司挽留惜别，生出的杨花也应情意绵绵，但它却抛离故枝一去不思再归，一个“思”字赋予杨花以生命和意志，仿佛它的不归是努力挣脱管束、追求自由的结果。后两句陡然又生波折，杨花别枝之后，随风逐浪，看起来象是逍遥自在，但事实上它并没能摆脱一切束缚。试看那高高飞起的几朵杨花，只不过偶然被细微几不可见的蛛丝粘住，便再也不能任意飞舞了。这首诗不仅表现了诗人探索人生矛盾之余的无限怅惘，也抒发了官身不由己、不得开心颜的苦闷之情。诗人无法解脱的人生矛盾，正如杨花虽然看起来不再被摆弄，但依然无法真正摆脱束缚。,杨、飞、浪、踪、管,杨 飞 浪 踪 管 道 丝 垂 花 蛛,"[[""杨"", 0.052462708204984665], [""飞"", 0.04812668263912201], [""浪"", 0.04185004159808159], [""踪"", 0.04164358973503113], [""管"", 0.03968186303973198], [""道"", 0.0389566570520401], [""丝"", 0.034069955348968506], [""垂"", 0.03344783931970596], [""花"", 0.03125860542058945], [""蛛"", 0.030437946319580078]]",25.538492,5,七夕|寒食|送春|陂塘|鵞,别离|垂杨|拘束|杨花|蛛丝,寒食:1|送春:1|陂塘:1|鵞:1|七夕:1,卷一/节序类/七夕|卷一/节序类/寒食|卷一/时令类/送春|卷一/地舆类/陂塘|?/鵞,0,3,1,0,0,0,0,0,0,"[0.0, 0.9486832980505138, 0.31622776601683794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.963610746952538, 0.2673094243710305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,3,Implicit Positive,隐性积极,positive,积极,faith,坚定信念,0.045535035,0.21667787,0.30193385,0.3932284,0.042624842
