ID,诗名,作者,朝代,花名,月份,text,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths,l1_polarity,l1_polarity_zh,l2_c2,l2_c2_zh,l3_c3,l3_c3_zh,prob_l1_negative,prob_l1_implicit_negative,prob_l1_neutral,prob_l1_implicit_positive,prob_l1_positive
394,牡 丹,陈与义,宋,牡丹,三月,"一自胡尘入汉关， 十年伊洛路漫漫。
青墩溪畔龙钟客， 独立东风看牡丹。",一自胡尘入汉关， 十年伊洛路漫漫。 青墩溪畔龙钟客， 独立东风看牡丹。,墩、牡、尘、看、溪,墩 牡 尘 看 溪 钟 风 龙 关 丹,"[[""墩"", 0.124642513692379], [""牡"", 0.10241037607192993], [""尘"", 0.0995846539735794], [""看"", 0.07397650927305222], [""溪"", 0.07381027936935425], [""钟"", 0.05711757019162178], [""风"", 0.049085866659879684], [""龙"", 0.04688049852848053], [""关"", 0.039318520575761795], [""丹"", 0.03460336849093437]]",25.564608,9,尘|岛屿|怀友|早春|桃花|牡丹|画鹰|钟|龙,东风|十年|尘|溪畔|漫漫|牡丹|独立|钟|龙,怀友:1|岛屿:1|桃花:1|画鹰:1|早春:1|牡丹:1|尘:1|龙:1|钟:1,卷一/地舆类/尘|卷一/地舆类/岛屿|卷二/师友类/怀友|卷一/时令类/早春|卷四/百花类/桃花|卷四/百花类/牡丹|卷三/书画类/画鹰|卷三/音乐类/钟|卷四/鳞介类/龙,Neutral,中性,,,,,0.009119933,0.18063217,0.5197132,0.28188276,0.008651938
395,偶得牡丹数本移植窗外将有著花意,朱淑真,宋,牡丹,三月,"玉种先从上苑分， 拥培围护怕因循。
快晴快雨随人意， 正为墙荫作好春。",玉种先从上苑分， 拥培围护怕因循。 快晴快雨随人意， 正为墙荫作好春。,荫、晴、墙、玉、人,荫 晴 墙 玉 人 随 春 培 雨 先,"[[""荫"", 0.07640620321035385], [""晴"", 0.06008639931678772], [""墙"", 0.059156354516744614], [""玉"", 0.05616641789674759], [""人"", 0.04262489080429077], [""随"", 0.0424981564283371], [""春"", 0.04053926840424538], [""培"", 0.03463342785835266], [""雨"", 0.03131178766489029], [""先"", 0.03024924173951149]]",25.450422,4,宫阙|春|玉|雨,上苑|春|玉|雨,宫阙:1|玉:1|雨:1|春:1,卷二/宫室类/宫阙|卷一/时令类/春|卷三/珍宝类/玉|卷一/天文类/雨,Positive,积极,positive,积极,joy,欢乐喜悦,0.009534818,0.0036762995,0.0114295175,0.10080285,0.8745566
396,奉陪颖叔赋锁院牡丹,沈辽,宋,牡丹,三月,"昔年曾到洛城中， 玉碗金盘深浅红。
行上荆溪溪畔寺， 愧将白发对东风。
",昔年曾到洛城中， 玉碗金盘深浅红。 行上荆溪溪畔寺， 愧将白发对东风。 ,溪、盘、白、风、城,溪 盘 白 风 城 红 昔 荆 洛 金,"[[""溪"", 0.11487903445959091], [""盘"", 0.06029364466667175], [""白"", 0.05527883395552635], [""风"", 0.04715953394770622], [""城"", 0.044766176491975784], [""红"", 0.044709350913763046], [""昔"", 0.042373400181531906], [""荆"", 0.03862636163830757], [""洛"", 0.036620963364839554], [""金"", 0.03497033566236496]]",25.519369,8,城|悲秋|早春|桃花|橘|溪|玉|花,东风|城|深浅|溪|溪畔|玉|白发|金盘,橘:1|花:1|桃花:1|悲秋:1|早春:1|城:1|玉:1|溪:1,卷二/宫室类/城|卷一/时令类/悲秋|卷一/时令类/早春|卷四/百花类/桃花|?/橘|卷一/地舆类/溪|卷三/珍宝类/玉|卷四/百花类/花,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.0061278245,0.028478151,0.26964772,0.62623024,0.06951614
397,昔日杂兴,马臻,元,牡丹,三月,"花底飞筋酒浪翻， 才迎春至又春残。
日斜客散炉烟尽， 自洗窑瓶插牡丹。",花底飞筋酒浪翻， 才迎春至又春残。 日斜客散炉烟尽， 自洗窑瓶插牡丹。,烟、花、瓶、飞、筋,烟 花 瓶 飞 筋 炉 牡 浪 春 翻,"[[""烟"", 0.16956979036331177], [""花"", 0.13305532932281494], [""瓶"", 0.12552069127559662], [""飞"", 0.12013611942529678], [""筋"", 0.039955563843250275], [""炉"", 0.03886285424232483], [""牡"", 0.03638564050197601], [""浪"", 0.03228863328695297], [""春"", 0.03132283687591553], [""翻"", 0.0305897556245327]]",25.618444,7,暮冬|日|沙|烟|牡丹|观涨|酒,日|春残|浪翻|烟|牡丹|花底|迎春|酒,暮冬:2|沙:1|观涨:1|牡丹:1|酒:1|日:1|烟:1,卷一/时令类/暮冬|卷一/天文类/日|卷一/地舆类/沙|卷一/天文类/烟|卷四/百花类/牡丹|卷一/地舆类/观涨|卷三/饮食类/酒,Neutral,中性,,,,,0.022605723,0.17497814,0.46278074,0.3222755,0.017359918
398,牡 丹,冯琦,明,牡丹,三月,"非烟非雾倚雕栏， 珍重天香雨后看。
愿以美人锦绣段， 高张翠幕护春寒。
",非烟非雾倚雕栏， 珍重天香雨后看。 愿以美人锦绣段， 高张翠幕护春寒。 ,寒、烟、幕、绣、翠,寒 烟 幕 绣 翠 香 雨 栏 雾 雕,"[[""寒"", 0.10755132138729095], [""烟"", 0.10730606317520142], [""幕"", 0.06951886415481567], [""绣"", 0.05007745325565338], [""翠"", 0.046709947288036346], [""香"", 0.04417987912893295], [""雨"", 0.038734931498765945], [""栏"", 0.03871111199259758], [""雾"", 0.031981151551008224], [""雕"", 0.02958475798368454]]",25.567341,9,牡丹|夜宴|庆云|春寒|水声|烟|美人|谢惠墨|霞,天香|春寒|烟|珍重|美人|翠幕|锦绣|雕栏|雨后|非雾,牡丹:2|庆云:1|谢惠墨:1|水声:1|美人:1|霞:1|夜宴:1|春寒:1|烟:1,卷四/百花类/牡丹|卷二/人事类/夜宴|卷一/天文类/庆云|卷一/时令类/春寒|卷一/地舆类/水声|卷一/天文类/烟|卷二/丽人类/美人|卷三/谢惠类/谢惠墨|卷一/天文类/霞,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.0047291904,0.034587447,0.17151536,0.6623382,0.12682979
399,牡 丹,冯琦,明,牡丹,三月,"百宝栏干护晓寒， 沉香亭畔若为看。
春来谁作韶华主， 总领群芳是牡丹。
",百宝栏干护晓寒， 沉香亭畔若为看。 春来谁作韶华主， 总领群芳是牡丹。 ,干、寒、栏、牡、群,干 寒 栏 牡 群 宝 华 亭 主 韶,"[[""干"", 0.11869600415229797], [""寒"", 0.0864129364490509], [""栏"", 0.07162364572286606], [""牡"", 0.05797838047146797], [""群"", 0.04936491325497627], [""宝"", 0.04426565393805504], [""华"", 0.04233543574810028], [""亭"", 0.03901387378573418], [""主"", 0.03585075959563255], [""韶"", 0.03565248101949692]]",25.471052,6,亭|带|早春|旱|牡丹|香,亭|春来|牡丹|百宝|韶华|香,带:1|早春:1|旱:1|牡丹:1|香:1|亭:1,卷二/宫室类/亭|卷三/服饰类/带|卷一/时令类/早春|卷一/天文类/旱|卷四/百花类/牡丹|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.006319978,0.022936057,0.10073393,0.7240406,0.1459694
4,梅花落,鲍照,南朝宋,梅花,正月,中庭杂树多，偏为梅咨嗟。“问君何独然？”“念其霜中能作花，露中能作实。摇荡春风媚春日，念尔零落·逐寒风，徒有霜华无霜质！”。,中庭杂树多，偏为梅咨嗟。“问君何独然？”“念其霜中能作花，露中能作实。摇荡春风媚,庭、霜、露、寒、荡,庭 霜 露 寒 荡 摇 花 华 梅 风,"[[""庭"", 0.04416261985898018], [""霜"", 0.03583843633532524], [""露"", 0.02926228567957878], [""寒"", 0.025439342483878136], [""荡"", 0.02514559030532837], [""摇"", 0.02147115021944046], [""花"", 0.02054993435740471], [""华"", 0.020528461784124374], [""梅"", 0.020013272762298584], [""风"", 0.017487062141299248]]",25.500862,7,中庭|亡|日|春风|牡丹|观涨|风,中庭|作花|媚春|日|春风|零落|风,中庭:1|观涨:1|春风:1|牡丹:1|亡:1|日:1|风:1,?/中庭|?/亡|卷一/天文类/日|卷一/天文类/春风|卷四/百花类/牡丹|卷一/地舆类/观涨|卷一/天文类/风,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.105472885,0.7116022,0.14442308,0.03473716,0.0037646983
40,梅花九首(其三),高启,明,梅花,正月,"翠羽惊飞别树头， 冷香狼藉倩谁收？
骑驴客醉风吹帽， 放鹤人归雪满舟。
淡月微云皆似梦， 空山流水独成愁。几
看疏影低回处， 只道花神夜出游。
",翠羽惊飞别树头， 冷香狼藉倩谁收？ 骑驴客醉风吹帽， 放鹤人归雪满舟。 淡月微云,飞、香、帽、云、风,飞 香 帽 云 风 雪 水 山 月 冷,"[[""飞"", 0.049777738749980927], [""香"", 0.04634498804807663], [""帽"", 0.04480859637260437], [""云"", 0.04195752367377281], [""风"", 0.03391366824507713], [""雪"", 0.033032119274139404], [""水"", 0.032610516995191574], [""山"", 0.03148425742983818], [""月"", 0.03060862421989441], [""冷"", 0.027403905987739563]]",25.453026,19,月|云|几|帐|帽|放鹤|桃花|梦|水亭|江城|沙|流水|画梅|舟|花|落花|迁居|雪晴|鸳鸯,云|人归|冷香|几|帽|惊飞|成愁|放鹤|月|树头|梦|流水|狼藉|疏影|空山|翠羽|舟|花|风吹|骑驴,月:2|帐:1|鸳鸯:1|水亭:1|画梅:1|落花:1|雪晴:1|沙:1|放鹤:1|江城:1|迁居:1|流水:1|桃花:1|帽:1|舟:1|云:1|梦:1|几:1|花:1,卷一/天文类/月|卷一/天文类/云|卷三/器用类上/几|卷三/服饰类/帐|卷三/服饰类/帽|卷四/飞禽类/放鹤|卷四/百花类/桃花|卷二/人事类/梦|卷二/宫室类/水亭|卷二/宫室类/江城|卷一/地舆类/沙|卷一/地舆类/流水|卷三/书画类/画梅|卷三/器用类上/舟|卷四/百花类/花|卷四/百花类/落花|卷二/宫室类/迁居|卷一/天文类/雪晴|卷四/飞禽类/鸳鸯,Negative,消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.51096773,0.36970255,0.075620055,0.02102452,0.022685118
400,二色牡丹(二首),王衡,明,牡丹,三月,"宫云朵朵映朝霞， 百宝栏前斗丽华。
卯酒未消红玉面， 薄施檀粉伴梅花。洛阳女儿红颜饶， 血色罗裙宝抹腰。
借得霓裳半庭月， 居然管领百花朝。",宫云朵朵映朝霞， 百宝栏前斗丽华。 卯酒未消红玉面， 薄施檀粉伴梅花。洛阳女儿红,云、花、霓、管、裙,云 花 霓 管 裙 庭 霞 血 梅 粉,"[[""云"", 0.03830517828464508], [""花"", 0.03621504083275795], [""霓"", 0.03500460088253021], [""管"", 0.032861143350601196], [""裙"", 0.02256821095943451], [""庭"", 0.021875161677598953], [""霞"", 0.02085047960281372], [""血"", 0.020790716633200645], [""梅"", 0.02078794129192829], [""粉"", 0.020336033776402473]]",25.536572,14,云|地理|带|月|桃花|梅花|清明|白牡丹|石|美人|裳|酒|雪晴|霞,云|月|未消|栏前|梅花|洛阳|百宝|百花|红玉|红颜|罗裙|裳|酒|霞,带:1|白牡丹:1|雪晴:1|石:1|梅花:1|桃花:1|地理:1|美人:1|清明:1|云:1|霞:1|酒:1|裳:1|月:1,卷一/天文类/云|卷二/人品类/地理|卷三/服饰类/带|卷一/天文类/月|卷四/百花类/桃花|卷四/百花类/梅花|卷一/节序类/清明|卷四/百花类/白牡丹|卷一/地舆类/石|卷二/丽人类/美人|卷三/服饰类/裳|卷三/饮食类/酒|卷一/天文类/雪晴|卷一/天文类/霞,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.013049544,0.070601486,0.13118285,0.5937041,0.19146198
401,并头牡丹诗,袁枚,清,牡丹,三月,"两枝春作一枝红， 春似生心斗化工。
远望恰疑花变相， 鸳鸯闲倚彩云中。",两枝春作一枝红， 春似生心斗化工。 远望恰疑花变相， 鸳鸯闲倚彩云中。,花、云、心、枝、鸳,花 云 心 枝 鸳 春 望 疑 彩 化,"[[""花"", 0.1290055513381958], [""云"", 0.08774314820766449], [""心"", 0.06720190495252609], [""枝"", 0.06370697915554047], [""鸳"", 0.04334348067641258], [""春"", 0.039612237364053726], [""望"", 0.03359057009220123], [""疑"", 0.03288021311163902], [""彩"", 0.03256506472826004], [""化"", 0.031074870377779007]]",25.474325,7,春|画花|白莲花|花|蒲团|观|鸳鸯,春|一枝|两枝|彩云|花|闲倚|鸳鸯,春:2|白莲花:1|画花:1|鸳鸯:1|蒲团:1|观:1|花:1,卷一/时令类/春|卷三/书画类/画花|卷四/百花类/白莲花|卷四/百花类/花|卷三/器用类上/蒲团|卷二/宫室类/观|卷四/飞禽类/鸳鸯,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.008613887,0.028559407,0.09542812,0.64912856,0.21826996
402,牡 丹,孙星衍,清,牡丹,三月,"浓香艳质自天然， 栽入楼台望若仙。
应笑东君相识晚， 不教开占百花先。",浓香艳质自天然， 栽入楼台望若仙。 应笑东君相识晚， 不教开占百花先。,台、香、花、识、笑,台 香 花 识 笑 天 浓 质 君 仙,"[[""台"", 0.07371237128973007], [""香"", 0.07347991317510605], [""花"", 0.062482818961143494], [""识"", 0.052455369383096695], [""笑"", 0.042151883244514465], [""天"", 0.036668773740530014], [""浓"", 0.03537141531705856], [""质"", 0.034695688635110855], [""君"", 0.03445238247513771], [""仙"", 0.029964609071612358]]",25.562496,5,天|春|春昼|清明|酴醿花,东君|天|楼台|浓香|百花,酴醿花:1|春昼:1|春:1|清明:1|天:1,卷一/天文类/天|卷一/时令类/春|卷一/时令类/春昼|卷一/节序类/清明|卷四/百花类/酴醿花,Implicit Positive,隐性积极,positive,积极,like,喜爱欣赏,0.012384125,0.009008019,0.026626118,0.48768696,0.4642948
403,点绛唇,李钰,宋,牡丹,三月,十二红栏，帝城谷雨初晴后。粉拖香逗，易惹春衫袖。 把酒题诗，遐想欢如旧。花知否？故人消瘦，常忆同携手。,十二红栏，帝城谷雨初晴后。粉拖香逗，易惹春衫袖。 把酒题诗，遐想欢如旧。花知否？,雨、城、花、香、手,雨 城 花 香 手 二 故 同 晴 瘦,"[[""雨"", 0.04768415167927742], [""城"", 0.0311281718313694], [""花"", 0.02710123546421528], [""香"", 0.02439630962908268], [""手"", 0.023133376613259315], [""二"", 0.02273738384246826], [""故"", 0.022434202954173088], [""同"", 0.01958012394607067], [""晴"", 0.019466115161776543], [""瘦"", 0.019039809703826904]]",25.589254,9,云峰|喜雪|城|探春|春|清明|花|风|香,城|把酒|携手|故人|春|花|雨初晴|题诗|香,清明:1|喜雪:1|云峰:1|风:1|探春:1|城:1|香:1|春:1|花:1,卷一/天文类/云峰|卷一/天文类/喜雪|卷二/宫室类/城|卷一/时令类/探春|卷一/时令类/春|卷一/节序类/清明|卷四/百花类/花|卷一/天文类/风|卷三/器用类下/香,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.01930288,0.5693334,0.21007422,0.18572497,0.01556456
404,江城子,段成己,金,牡丹,三月,东园牡丹盛开，二三子邀余饮花下。酒酣，即席赋之水南名品几时栽？映池台，待谁开？应为诗人、著意巧安排。调护正须宫样锦，遮丽日，障飞埃。 晓风吹绽瑞云堆。怨春回，要诗催。醉墨淋漓，随手洒琼瑰。归去不妨簮一朵，人也道，看花来。,东园牡丹盛开，二三子邀余饮花下。酒酣，即席赋之水南名品几时栽？映池台，待谁开？应,水、牡、应、怨、风,水 牡 应 怨 风 漓 埃 丹 丽 样,"[[""水"", 0.020278776064515114], [""牡"", 0.01728666201233864], [""应"", 0.016979599371552467], [""怨"", 0.014722009189426899], [""风"", 0.014472557231783867], [""漓"", 0.014330582693219185], [""埃"", 0.012508574873209], [""丹"", 0.012401566840708256], [""丽"", 0.012375188991427422], [""样"", 0.011974497698247433]]",25.461176,20,诗|云|几|台|园|岛屿|席|旱|暮冬|水|水阁|海棠|游春|牡丹|牧童|蔬园|诗人|赋|酒|锦,丽日|云|几|台|名品|园|席|归去|映池|春回|晓风|水|牡丹|看花|花下|诗|诗人|赋|酒|醉墨|锦,诗:2|牡丹:1|海棠:1|蔬园:1|水阁:1|诗人:1|旱:1|岛屿:1|暮冬:1|牧童:1|游春:1|园:1|酒:1|席:1|赋:1|水:1|几:1|台:1|锦:1|云:1,卷二/文学类/诗|卷一/天文类/云|卷三/器用类上/几|卷二/宫室类/台|卷一/地舆类/园|卷一/地舆类/岛屿|卷三/器用类上/席|卷一/天文类/旱|卷一/时令类/暮冬|卷一/地舆类/水|卷二/宫室类/水阁|?/海棠|卷一/时令类/游春|卷四/百花类/牡丹|卷二/人品类/牧童|卷一/地舆类/蔬园|卷二/人品类/诗人|卷二/文学类/赋|卷三/饮食类/酒|卷三/珍宝类/锦,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.0048874454,0.010421399,0.045257986,0.48391503,0.4555181
405,汉宫春,吴文英,宋,牡丹,三月,花姥来时，带天香国艳，羞掩名姝。日长半娇半困，宿酒微苏。沉香槛北，比人间、风异烟殊。春恨重，盘云坠髻，碧花翻吐琼盂。 洛苑旧移仙谱，向吴娃深馆，曾奉君娱。猩唇露红未洗，客鬓霜铺。兰词沁壁，过西园、重载双壶。休漫道，花扶人醉，醉花却要人扶。,花姥来时，带天香国艳，羞掩名姝。日长半娇半困，宿酒微苏。沉香槛北，比人间、风异烟,却、烟、香、霜、娇,却 烟 香 霜 娇 酒 春 兰 半 猩,"[[""却"", 0.028013670817017555], [""烟"", 0.027436815202236176], [""香"", 0.026501880958676338], [""霜"", 0.0256822407245636], [""娇"", 0.01723789982497692], [""酒"", 0.017097141593694687], [""春"", 0.016376694664359093], [""兰"", 0.015445038676261902], [""半"", 0.014721095561981201], [""猩"", 0.012953827157616615]]",25.474802,15,花|云|夏日|带|春|槐|武士|游春|烟|牡丹|秋郊|肴馔|酒|风|香,花|云|人醉|天香|带|日长|春|漫道|烟|猩唇|西园|酒|风|香|鬓霜,花:4|牡丹:1|夏日:1|肴馔:1|武士:1|秋郊:1|槐:1|游春:1|带:1|酒:1|香:1|风:1|烟:1|春:1|云:1,卷四/百花类/花|卷一/天文类/云|?/夏日|卷三/服饰类/带|卷一/时令类/春|卷四/树木类/槐|卷二/人品类/武士|卷一/时令类/游春|卷一/天文类/烟|卷四/百花类/牡丹|卷一/地舆类/秋郊|卷三/饮食类/肴馔|卷三/饮食类/酒|卷一/天文类/风|卷三/器用类下/香,Neutral,中性,,,,,0.060876638,0.37278706,0.38964957,0.11361755,0.06306923
406,水龙吟,王沂孙,宋,牡丹,三月,晓寒慵揭珠帘，牡丹院落花开未？玉栏干畔，柳丝一把，和风半倚。国色微酣，天香乍染，扶春不起。自真妃舞罢，谪仙赋后，繁华梦、如流水。 池馆家家芳事。记当时、买栽无地。争如一朵，幽人独对，水边竹际。把酒花前，剩拚醉了，醒来还醉。怕洛中、春色匆匆，又入杜鹃声里。,晓寒慵揭珠帘，牡丹院落花开未？玉栏干畔，柳丝一把，和风半倚。国色微酣，天香乍染，,竹、寒、水、柳、落,竹 寒 水 柳 落 帘 香 牡 半 繁,"[[""竹"", 0.037548892199993134], [""寒"", 0.02898458018898964], [""水"", 0.026856377720832825], [""柳"", 0.025593575090169907], [""落"", 0.020887063816189766], [""帘"", 0.016873085871338844], [""香"", 0.016318311914801598], [""牡"", 0.016286717727780342], [""半"", 0.015289803966879845], [""繁"", 0.014736786484718323]]",25.48102,24,牡丹|花|上元|喜雪|地|探春|旱|春|春色|柳丝|梦|梨花|残灯|水|池|游山|画水|石桥|竹|美人|谪仙|赋|酴醿花|雪意,和风|国色|地|天香|如流|家家|幽人|把酒|春|春色|杜鹃声|柳丝|梦|水|水边|池|牡丹|玉栏|珠帘|竹|繁华|花|花开|谪仙|赋|院落,牡丹:2|花:2|雪意:1|梨花:1|残灯:1|石桥:1|柳丝:1|旱:1|美人:1|谪仙:1|画水:1|上元:1|游山:1|酴醿花:1|喜雪:1|春色:1|探春:1|春:1|赋:1|梦:1|水:1|池:1|地:1|竹:1,卷四/百花类/牡丹|卷四/百花类/花|卷一/节序类/上元|卷一/天文类/喜雪|卷一/地舆类/地|卷一/时令类/探春|卷一/天文类/旱|卷一/时令类/春|卷一/时令类/春色|卷四/树木类/柳丝|卷二/人事类/梦|卷四/百花类/梨花|卷三/器用类下/残灯|卷一/地舆类/水|卷一/地舆类/池|卷一/地舆类/游山|卷三/书画类/画水|卷一/地舆类/石桥|卷四/竹木类/竹|卷二/丽人类/美人|?/谪仙|卷二/文学类/赋|卷四/百花类/酴醿花|卷一/天文类/雪意,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.014335055,0.45019028,0.32772088,0.18128422,0.02646951
407,平韵满江红（牡丹）,彭元逊,宋,牡丹,三月,"翠袖馀寒，早添得、铢衣几重。何须怪、妍华都谢，更为谁容。衔尽吴花成鹿苑，人间不恨雨和风。便一枝、流落到人家，清泪红。 山雾湿，倚熏笼。垂匐叶，鬓酥融。恨宫云一朵，飞过空同。白日长闲青鸟在，杨家花落白蘋中。问故人、忍更负东风，尊酒空。
",翠袖馀寒，早添得、铢衣几重。何须怪、妍华都谢，更为谁容。衔尽吴花成鹿苑，人间不恨,云、寒、雨、蘋、泪,云 寒 雨 蘋 泪 雾 酥 清 杨 尊,"[[""云"", 0.044367339462041855], [""寒"", 0.02886265143752098], [""雨"", 0.024938372895121574], [""蘋"", 0.023342955857515335], [""泪"", 0.020187435671687126], [""雾"", 0.01910547912120819], [""酥"", 0.014654136262834072], [""清"", 0.01333487406373024], [""杨"", 0.01240107323974371], [""尊"", 0.012191984802484512]]",25.538591,17,上元|云|几|尊|山|早春|旱|春日书怀|清明|画花|花|观|酒|雨|雾|风|鹿,一枝|东风|云|几|和风|尊|山|故人|白日长|翠袖|花|花落|酒|雨|雾|青鸟|鹿,上元:1|旱:1|画花:1|春日书怀:1|观:1|清明:1|风:1|早春:1|几:1|花:1|鹿:1|雨:1|山:1|雾:1|云:1|尊:1|酒:1,卷一/节序类/上元|卷一/天文类/云|卷三/器用类上/几|?/尊|卷一/地舆类/山|卷一/时令类/早春|卷一/天文类/旱|?/春日书怀|卷一/节序类/清明|卷三/书画类/画花|卷四/百花类/花|卷二/宫室类/观|卷三/饮食类/酒|卷一/天文类/雨|卷一/天文类/雾|卷一/天文类/风|卷四/走兽类/鹿,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.038502816,0.738317,0.16391031,0.034987092,0.024282783
408,感 遇,陈子昂,唐,兰花,三月,"兰若生春夏， 芊蔚何青青！ 幽独空林色， 朱蕤冒紫茎。 迟迟白日晚， 裊裊秋风生。 岁华尽摇落， 芳意竟何成？
",兰若生春夏， 芊蔚何青青！ 幽独空林色， 朱蕤冒紫茎。 迟迟白日晚， 裊裊秋风生,白、风、兰、蕤、林,白 风 兰 蕤 林 摇 若 华 意 茎,"[[""白"", 0.05479603633284569], [""风"", 0.04569803178310394], [""兰"", 0.04183351621031761], [""蕤"", 0.04042382165789604], [""林"", 0.030349647626280785], [""摇"", 0.026590676978230476], [""若"", 0.02567078359425068], [""华"", 0.021543866023421288], [""意"", 0.020279018208384514], [""茎"", 0.019047372043132782]]",25.515764,10,夏|旱|春日|春雨|秋暮|秋风|蕙草|迁居|除夜|黄葵,兰若|夏|岁华|摇落|生春|白日|秋风|紫茎|迟迟|青青,迁居:1|春雨:1|黄葵:1|蕙草:1|春日:1|旱:1|秋风:1|除夜:1|秋暮:1|夏:1,卷一/时令类/夏|卷一/天文类/旱|?/春日|卷一/天文类/春雨|卷一/时令类/秋暮|卷一/天文类/秋风|?/蕙草|卷二/宫室类/迁居|卷一/节序类/除夜|卷四/百花类/黄葵,Implicit Negative,隐性消极,neg_anger,负向-愤懑,vexed,烦恼苦闷,0.24852009,0.5549993,0.07277622,0.06360823,0.060096193
409,题杨次公春兰,苏轼,宋,兰花,三月,"春兰如美人， 不采羞自献。
时闻风露香， 蓬艾深不见。
丹青写真色， 欲补离骚传。
对之如灵均， 冠佩不敢燕。",春兰如美人， 不采羞自献。 时闻风露香， 蓬艾深不见。 丹青写真色， 欲补离骚传,艾、露、风、燕、佩,艾 露 风 燕 佩 蓬 丹 灵 春 对,"[[""艾"", 0.05613524839282036], [""露"", 0.03989507257938385], [""风"", 0.03295893222093582], [""燕"", 0.03009854629635811], [""佩"", 0.024423031136393547], [""蓬"", 0.023668894544243813], [""丹"", 0.02300311252474785], [""灵"", 0.022476304322481155], [""春"", 0.01953009143471718], [""对"", 0.01771664246916771]]",25.561056,8,不见|冠|春|春色|燕|美人|风|香,不见|丹青|冠|春|燕|美人|风|香,美人:1|不见:1|春色:1|春:1|风:1|香:1|冠:1|燕:1,?/不见|卷三/服饰类/冠|卷一/时令类/春|卷一/时令类/春色|卷四/飞禽类/燕|卷二/丽人类/美人|卷一/天文类/风|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.008244244,0.041757632,0.20518233,0.49627802,0.24853781
41,梅 涧,李东阳,明,梅花,正月,"地僻沙寒水更清， 老梅偏向涧边横。
风吹落瓣仍低陨， 石压旁枝却倒生。
野鹤对人轻欲舞， 蹇驴冲雪瘦能行。
山翁只在山中老， 看尽春光不入城。",地僻沙寒水更清， 老梅偏向涧边横。 风吹落瓣仍低陨， 石压旁枝却倒生。 野鹤对人,山、清、涧、沙、鹤,山 清 涧 沙 鹤 春 梅 城 雪 光,"[[""山"", 0.0648423433303833], [""清"", 0.04275791719555855], [""涧"", 0.03639630228281021], [""沙"", 0.032614242285490036], [""鹤"", 0.02817532792687416], [""春"", 0.027062980458140373], [""梅"", 0.025538375601172447], [""城"", 0.023229248821735382], [""雪"", 0.02199537493288517], [""光"", 0.021110881119966507]]",25.498827,11,沙|城|早行|星|春径|涧|石碁盘|秋径|秋日即|苦寒|观,地僻|城|寒水|山中|山翁|春光|沙|涧|蹇驴|野鹤|陨石|风吹,沙:2|秋径:1|苦寒:1|星:1|观:1|早行:1|秋日即:1|石碁盘:1|春径:1|涧:1|城:1,卷一/地舆类/沙|卷二/宫室类/城|卷三/游眺类/早行|卷一/天文类/星|?/春径|卷一/地舆类/涧|?/石碁盘|?/秋径|?/秋日即|卷一/时令类/苦寒|卷二/宫室类/观,Neutral,中性,,,,,0.03270681,0.07808359,0.44503173,0.40066537,0.043512493
