ID,sample_id,花名,月份,朝代,作者,诗名,snow_polarity_analysis,snow_polarity_poem,snow_polarity_combined,snow_sentiment_analysis,dominant_emotion_analysis,dominant_emotion_poem,dominant_emotion_combined,dominant_score_analysis,emo_joy,emo_sorrow,emo_longing,emo_bold,emo_elegant,emo_serene,emo_resentment,emo_anxiety,emotion_vec_analysis,emotion_vec_poem,emotion_vec_combined
221,28,樱桃花,二月,宋,李鹰,南乡子,1.0,1.0,1.0,positive,serene,elegant,serene,0.0137,0.012109,0.0,0.0,0.0,0.0,0.013672,0.0,0.0,"{""joy"": 0.012109, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.013672, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0137}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.046875, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0469}","{""joy"": 0.010764, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.005208, ""serene"": 0.012153, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0122}"
223,29,樱桃花,二月,宋,刘克庄,二月二十四夜饮海棠下作,1.0,0.9995,1.0,positive,resentment,joy,resentment,0.0093,0.0,0.0088,0.004,0.0072,0.0,0.005333,0.009333,0.009333,"{""joy"": 0.0, ""sorrow"": 0.0088, ""longing"": 0.004, ""bold"": 0.0072, ""elegant"": 0.0, ""serene"": 0.005333, ""resentment"": 0.009333, ""anxiety"": 0.009333, ""dominant_emotion"": ""resentment"", ""dominant_score"": 0.0093}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.008189, ""longing"": 0.003722, ""bold"": 0.0067, ""elegant"": 0.0, ""serene"": 0.004963, ""resentment"": 0.008685, ""anxiety"": 0.008685, ""dominant_emotion"": ""resentment"", ""dominant_score"": 0.0087}"
225,30,樱桃花,二月,宋,刘克庄,摸鱼儿,1.0,0.0029,1.0,positive,anxiety,joy,anxiety,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.001316,0.003158,"{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.001316, ""anxiety"": 0.003158, ""dominant_emotion"": ""anxiety"", ""dominant_score"": 0.0032}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.001222, ""anxiety"": 0.002934, ""dominant_emotion"": ""anxiety"", ""dominant_score"": 0.0029}"
226,31,桃花,二月,唐,杜甫,风雨看舟前落花戏为新句,1.0,1.0,1.0,positive,sorrow,joy,sorrow,0.0058,0.0,0.005769,0.0,0.0,0.0,0.0,0.0,0.0,"{""joy"": 0.0, ""sorrow"": 0.005769, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0058}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.005319, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0053}"
227,32,桃花,二月,唐,李咸用,绯桃花歌,1.0,1.0,1.0,positive,serene,bold,serene,0.0095,0.0,0.0,0.002414,0.004024,0.006439,0.009457,0.003018,0.007042,"{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.002414, ""bold"": 0.004024, ""elegant"": 0.006439, ""serene"": 0.009457, ""resentment"": 0.003018, ""anxiety"": 0.007042, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0095}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.004405, ""elegant"": 0.003524, ""serene"": 0.004405, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""bold"", ""dominant_score"": 0.0044}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.001657, ""bold"": 0.004144, ""elegant"": 0.005525, ""serene"": 0.007873, ""resentment"": 0.002072, ""anxiety"": 0.004834, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0079}"
219,33,樱桃花,二月,宋,吴潜,如梦令,1.0,1.0,1.0,positive,longing,joy,longing,0.0374,0.008046,0.0,0.037356,0.00431,0.0,0.025,0.007759,0.00431,"{""joy"": 0.008046, ""sorrow"": 0.0, ""longing"": 0.037356, ""bold"": 0.00431, ""elegant"": 0.0, ""serene"": 0.025, ""resentment"": 0.007759, ""anxiety"": 0.00431, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0374}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.007843, ""sorrow"": 0.0, ""longing"": 0.036415, ""bold"": 0.004202, ""elegant"": 0.0, ""serene"": 0.02437, ""resentment"": 0.007563, ""anxiety"": 0.004202, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0364}"
495,34,杨花,三月,唐,刘禹锡,柳花词三首,1.0,1.0,1.0,positive,joy,joy,joy,0.0109,0.010949,0.008759,0.0,0.0,0.010949,0.0,0.0,0.0,"{""joy"": 0.010949, ""sorrow"": 0.008759, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.010949, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0109}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.010417, ""sorrow"": 0.008333, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.010417, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0104}"
406,35,牡丹,三月,宋,王沂孙,水龙吟,1.0,0.9994,1.0,positive,anxiety,joy,anxiety,0.0233,0.002558,0.011509,0.0,0.0,0.002046,0.002558,0.0,0.023274,"{""joy"": 0.002558, ""sorrow"": 0.011509, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.002046, ""serene"": 0.002558, ""resentment"": 0.0, ""anxiety"": 0.023274, ""dominant_emotion"": ""anxiety"", ""dominant_score"": 0.0233}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.002404, ""sorrow"": 0.010817, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.001923, ""serene"": 0.002404, ""resentment"": 0.0, ""anxiety"": 0.021875, ""dominant_emotion"": ""anxiety"", ""dominant_score"": 0.0219}"
481,36,虞美人,三月,元,张翥,喜迁莺,1.0,0.9889,1.0,positive,elegant,joy,elegant,0.0117,0.003766,0.006695,0.002092,0.00251,0.011715,0.001395,0.0,0.007671,"{""joy"": 0.003766, ""sorrow"": 0.006695, ""longing"": 0.002092, ""bold"": 0.00251, ""elegant"": 0.011715, ""serene"": 0.001395, ""resentment"": 0.0, ""anxiety"": 0.007671, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0117}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.003619, ""sorrow"": 0.006434, ""longing"": 0.002011, ""bold"": 0.002413, ""elegant"": 0.01126, ""serene"": 0.00134, ""resentment"": 0.0, ""anxiety"": 0.007373, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0113}"
388,37,牡丹,三月,唐,白居易,惜牡丹花,1.0,0.0365,1.0,positive,anxiety,joy,anxiety,0.0172,0.004438,0.011538,0.0,0.0,0.0,0.004438,0.001479,0.01716,"{""joy"": 0.004438, ""sorrow"": 0.011538, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.004438, ""resentment"": 0.001479, ""anxiety"": 0.01716, ""dominant_emotion"": ""anxiety"", ""dominant_score"": 0.0172}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.004412, ""sorrow"": 0.011471, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.004412, ""resentment"": 0.001471, ""anxiety"": 0.017059, ""dominant_emotion"": ""anxiety"", ""dominant_score"": 0.0171}"
369,38,牡丹,三月,唐,李商隐,牡 丹,1.0,0.9893,1.0,positive,elegant,joy,elegant,0.0075,0.0,0.0,0.0,0.0,0.007481,0.007481,0.0,0.0,"{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.007481, ""serene"": 0.007481, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0075}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.00716, ""serene"": 0.00716, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0072}"
363,39,牡丹,三月,唐,李咸用,远公亭牡丹,1.0,1.0,1.0,positive,joy,joy,joy,0.0029,0.002901,0.0,0.001706,0.00256,0.0,0.002901,0.0,0.001365,"{""joy"": 0.002901, ""sorrow"": 0.0, ""longing"": 0.001706, ""bold"": 0.00256, ""elegant"": 0.0, ""serene"": 0.002901, ""resentment"": 0.0, ""anxiety"": 0.001365, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0029}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.002707, ""sorrow"": 0.0, ""longing"": 0.001592, ""bold"": 0.002389, ""elegant"": 0.0, ""serene"": 0.002707, ""resentment"": 0.0, ""anxiety"": 0.001274, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0027}"
470,40,金沙,三月,宋,杨万里,金沙花,1.0,0.1021,1.0,positive,serene,joy,serene,0.0155,0.005181,0.0,0.0,0.0,0.0,0.015544,0.002591,0.0,"{""joy"": 0.005181, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.015544, ""resentment"": 0.002591, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0155}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.004975, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.014925, ""resentment"": 0.002488, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0149}"
465,41,蔷薇,三月,宋,曹達,玲珑四犯,1.0,1.0,1.0,positive,elegant,joy,elegant,0.0117,0.001994,0.0,0.0,0.0,0.011681,0.0,0.0,0.0,"{""joy"": 0.001994, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.011681, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0117}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.001872, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.010963, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.011}"
505,42,杨花,三月,清,曹雪芹,如梦,1.0,0.0454,1.0,positive,longing,joy,longing,0.0072,0.005276,0.0,0.007194,0.0,0.003597,0.006475,0.004317,0.0,"{""joy"": 0.005276, ""sorrow"": 0.0, ""longing"": 0.007194, ""bold"": 0.0, ""elegant"": 0.003597, ""serene"": 0.006475, ""resentment"": 0.004317, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0072}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.005176, ""sorrow"": 0.0, ""longing"": 0.007059, ""bold"": 0.0, ""elegant"": 0.003529, ""serene"": 0.006353, ""resentment"": 0.004235, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0071}"
472,43,琼花,三月,宋,王禹偁,后土庙琼花诗二首,1.0,0.9997,1.0,positive,joy,joy,joy,0.0185,0.018501,0.0,0.0,0.0,0.004684,0.002342,0.0,0.0,"{""joy"": 0.018501, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.004684, ""serene"": 0.002342, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0185}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.017634, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.004464, ""serene"": 0.002232, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0176}"
466,44,蔷薇,三月,宋,刘克庄,贺新郎,1.0,1.0,1.0,positive,joy,joy,joy,0.0106,0.010582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""joy"": 0.010582, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0106}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.009732, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0097}"
440,45,蔷薇,三月,宋,周邦彦,六 丑,1.0,0.9996,1.0,positive,longing,longing,longing,0.0144,0.0,0.012,0.0144,0.0,0.0,0.002,0.003,0.0084,"{""joy"": 0.0, ""sorrow"": 0.012, ""longing"": 0.0144, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.002, ""resentment"": 0.003, ""anxiety"": 0.0084, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0144}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.054545, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.036364, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0545}","{""joy"": 0.0, ""sorrow"": 0.011257, ""longing"": 0.016886, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.001876, ""resentment"": 0.002814, ""anxiety"": 0.010131, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0169}"
479,46,虞美人,三月,宋,赵以夫,扬州慢,1.0,1.0,1.0,positive,bold,joy,bold,0.0034,0.002733,0.0,0.0,0.003417,0.001822,0.0,0.0,0.001822,"{""joy"": 0.002733, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.003417, ""elegant"": 0.001822, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.001822, ""dominant_emotion"": ""bold"", ""dominant_score"": 0.0034}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.002386, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.002982, ""elegant"": 0.00159, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.00159, ""dominant_emotion"": ""bold"", ""dominant_score"": 0.003}"
421,47,兰花,三月,清,秋瑾,兰 花,1.0,0.9986,1.0,positive,sorrow,joy,sorrow,0.0385,0.00806,0.038539,0.0,0.003778,0.019647,0.002519,0.008816,0.0,"{""joy"": 0.00806, ""sorrow"": 0.038539, ""longing"": 0.0, ""bold"": 0.003778, ""elegant"": 0.019647, ""serene"": 0.002519, ""resentment"": 0.008816, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0385}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.007921, ""sorrow"": 0.037871, ""longing"": 0.0, ""bold"": 0.003713, ""elegant"": 0.019307, ""serene"": 0.002475, ""resentment"": 0.008663, ""anxiety"": 0.0, ""dominant_emotion"": ""sorrow"", ""dominant_score"": 0.0379}"
512,48,杨花,三月,宋,周密,声声慢,1.0,1.0,1.0,positive,longing,joy,longing,0.0047,0.002194,0.0,0.004702,0.0,0.0,0.004702,0.0,0.0,"{""joy"": 0.002194, ""sorrow"": 0.0, ""longing"": 0.004702, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.004702, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0047}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.002023, ""sorrow"": 0.0, ""longing"": 0.004335, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.004335, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""longing"", ""dominant_score"": 0.0043}"
515,49,杨花,三月,宋,苏轼,水龙吟,1.0,0.9782,1.0,positive,serene,joy,serene,0.0035,0.001767,0.00212,0.00318,0.0,0.0,0.003534,0.0,0.0,"{""joy"": 0.001767, ""sorrow"": 0.00212, ""longing"": 0.00318, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.003534, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0035}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.001695, ""sorrow"": 0.002034, ""longing"": 0.003051, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.00339, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0034}"
516,50,杨花,三月,明,赵南星,水龙吟,1.0,0.9999,1.0,positive,serene,joy,serene,0.0033,0.002868,0.0,0.001956,0.001565,0.001043,0.003259,0.0,0.001304,"{""joy"": 0.002868, ""sorrow"": 0.0, ""longing"": 0.001956, ""bold"": 0.001565, ""elegant"": 0.001043, ""serene"": 0.003259, ""resentment"": 0.0, ""anxiety"": 0.001304, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0033}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.00276, ""sorrow"": 0.0, ""longing"": 0.001882, ""bold"": 0.001506, ""elegant"": 0.001004, ""serene"": 0.003137, ""resentment"": 0.0, ""anxiety"": 0.001255, ""dominant_emotion"": ""serene"", ""dominant_score"": 0.0031}"
521,51,木棉花,三月,清,陈恭尹,木棉花歌,1.0,1.0,1.0,positive,bold,bold,bold,0.0161,0.01388,0.009464,0.004732,0.016088,0.0,0.0,0.0,0.002524,"{""joy"": 0.01388, ""sorrow"": 0.009464, ""longing"": 0.004732, ""bold"": 0.016088, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.002524, ""dominant_emotion"": ""bold"", ""dominant_score"": 0.0161}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.033333, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""bold"", ""dominant_score"": 0.0333}","{""joy"": 0.012465, ""sorrow"": 0.008499, ""longing"": 0.004249, ""bold"": 0.017847, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.002266, ""dominant_emotion"": ""bold"", ""dominant_score"": 0.0178}"
343,52,素馨,四月,宋,刘镇,念奴娇,1.0,1.0,1.0,positive,resentment,joy,resentment,0.0087,0.004373,0.0,0.0,0.0,0.004665,0.0,0.008746,0.004373,"{""joy"": 0.004373, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.004665, ""serene"": 0.0, ""resentment"": 0.008746, ""anxiety"": 0.004373, ""dominant_emotion"": ""resentment"", ""dominant_score"": 0.0087}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.004021, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.00429, ""serene"": 0.0, ""resentment"": 0.008043, ""anxiety"": 0.004021, ""dominant_emotion"": ""resentment"", ""dominant_score"": 0.008}"
346,53,木兰,四月,宋,刘,木 兰,1.0,0.5594,1.0,positive,elegant,joy,elegant,0.0354,0.030556,0.0,0.0,0.0,0.035417,0.026389,0.0,0.0,"{""joy"": 0.030556, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.035417, ""serene"": 0.026389, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0354}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.025581, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.029651, ""serene"": 0.022093, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""elegant"", ""dominant_score"": 0.0297}"
345,54,剪春罗,四月,清,秋瑾,剪春罗,1.0,0.9312,1.0,positive,resentment,joy,resentment,0.0062,0.004124,0.0,0.0,0.004124,0.0,0.0,0.006186,0.0,"{""joy"": 0.004124, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.004124, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.006186, ""anxiety"": 0.0, ""dominant_emotion"": ""resentment"", ""dominant_score"": 0.0062}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.00396, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.00396, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.005941, ""anxiety"": 0.0, ""dominant_emotion"": ""resentment"", ""dominant_score"": 0.0059}"
339,55,绣球,四月,明,张新,绣 球,0.5,1.0,1.0,neutral,joy,joy,joy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}","{""joy"": 0.0, ""sorrow"": 0.0, ""longing"": 0.0, ""bold"": 0.0, ""elegant"": 0.0, ""serene"": 0.0, ""resentment"": 0.0, ""anxiety"": 0.0, ""dominant_emotion"": ""joy"", ""dominant_score"": 0.0}"
